journal_title,issn,e_issn,twitter,ahci,ssci,scie,has_twitter,wos_scie,wos_ssci,wos_ahci,publisher_name,account_created_date
european heart journal-cardiovascular imaging,2047-2404,2047-2412,NA,0,0,1,0,"Cardiac & Cardiovascular System | Radiology, Nuclear Medicine & Medical Imaging",NA,NA,OXFORD UNIV PRESS,NA
european heart journal-cardiovascular pharmacotherapy,2055-6837,2055-6845,NA,0,0,1,0,Cardiac & Cardiovascular System | Pharmacology & Pharmacy,NA,NA,OXFORD UNIV PRESS,NA
european heart journal-quality of care and clinical outcomes,2058-5225,2058-1742,NA,0,0,1,0,Cardiac & Cardiovascular System,NA,NA,OXFORD UNIV PRESS,NA
european heart journal supplements,1520-765X,1554-2815,NA,0,0,1,0,Cardiac & Cardiovascular System,NA,NA,OXFORD UNIV PRESS,NA
european history quarterly,0265-6914,1461-7110,NA,1,1,0,0,NA,History | Political Science,History,SAGE PUBLICATIONS LTD,NA
european history quarterly,0265-6914,1461-7110,NA,1,1,0,0,NA,History | Political Science,History,SAGE PUBLICATIONS LTD,NA
european journal for philosophy of religion,1689-8311,1689-8311,NA,1,0,0,0,NA,NA,Religion | Philosophy,EUROPEAN JOURNAL PHILOSOPHY RELIGION,NA
european journal for philosophy of science,1879-4912,1879-4920,NA,1,0,1,0,History & Philosophy Of Science,NA,History & Philosophy Of Science,SPRINGER,NA
european journal for philosophy of science,1879-4912,1879-4920,NA,1,0,1,0,History & Philosophy Of Science,NA,History & Philosophy Of Science,SPRINGER,NA
european journal of ageing,1613-9372,1613-9380,NA,0,1,0,0,NA,Gerontology,NA,SPRINGER,NA
european journal of agronomy,1161-0301,1873-7331,NA,0,0,1,0,Agronomy,NA,NA,ELSEVIER,NA
european journal of anaesthesiology,0265-0215,1365-2346,NA,0,0,1,0,Anesthesiology,NA,NA,LIPPINCOTT WILLIAMS & WILKINS,NA
european journal of applied mathematics,0956-7925,1469-4425,NA,0,0,1,0,"Mathematics, Applied",NA,NA,CAMBRIDGE UNIV PRESS,NA
european journal of applied physiology,1439-6319,1439-6327,EJAP_official,0,0,1,1,Physiology | Sport Sciences,NA,NA,SPRINGER,11/24/2016
european journal of archaeology,1461-9571,1741-2722,NA,1,0,0,0,NA,NA,Archaeology,CAMBRIDGE UNIV PRESS,NA
european journal of cancer,0959-8049,1879-0852,NA,0,0,1,0,Oncology,NA,NA,ELSEVIER SCI LTD,NA
european journal of cancer care,0961-5423,1365-2354,NA,0,1,1,0,Oncology | Health Care Sciences & Services | Nursing | Rehabilitation,Nursing | Rehabilitation,NA,WILEY,NA
european journal of cancer care,0961-5423,1365-2354,NA,0,1,1,0,Oncology | Health Care Sciences & Services | Nursing | Rehabilitation,Nursing | Rehabilitation,NA,WILEY,NA
european journal of cancer prevention,0959-8278,1473-5709,NA,0,0,1,0,Oncology,NA,NA,LIPPINCOTT WILLIAMS & WILKINS,NA
european journal of cardio-thoracic surgery,1010-7940,1873-734X,NA,0,0,1,0,Cardiac & Cardiovascular System | Respiratory System | Surgery,NA,NA,OXFORD UNIV PRESS INC,NA
european journal of cardiovascular nursing,1474-5151,1873-1953,EditorEJCN,0,1,1,1,Cardiac & Cardiovascular System | Nursing,Nursing,NA,OXFORD UNIV PRESS,7/14/2017
european journal of cardiovascular nursing,1474-5151,1873-1953,EditorEJCN,0,1,1,1,Cardiac & Cardiovascular System | Nursing,Nursing,NA,OXFORD UNIV PRESS,7/14/2017
european journal of cell biology,0171-9335,1618-1298,NA,0,0,1,0,Cell Biology,NA,NA,ELSEVIER GMBH,NA
european journal of clinical investigation,0014-2972,1365-2362,EJCI_News,0,0,1,1,"Medicine, General & Internal | Medicine, Research & Experimental",NA,NA,WILEY,10/7/2020
european journal of clinical microbiology & infectious diseases,0934-9723,1435-4373,NA,0,0,1,0,Infectious Diseases | Microbiology,NA,NA,SPRINGER,NA
european journal of clinical nutrition,0954-3007,1476-5640,ejcneditor,0,0,1,1,Nutrition & Dietetics,NA,NA,SPRINGERNATURE,10/3/2018
european journal of clinical pharmacology,0031-6970,1432-1041,NA,0,0,1,0,Pharmacology & Pharmacy,NA,NA,SPRINGER HEIDELBERG,NA
european journal of combinatorics,0195-6698,1095-9971,NA,0,0,1,0,Mathematics,NA,NA,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,NA
european journal of communication,0267-3231,1460-3705,NA,0,1,0,0,NA,Communication,NA,SAGE PUBLICATIONS LTD,NA
european journal of contraception and reproductive health care,1362-5187,1473-0782,NA,0,0,1,0,"Public, Environmental & Occupational Health | Obstetrics & Gynecology",NA,NA,TAYLOR & FRANCIS LTD,NA
european journal of control,0947-3580,1435-5671,NA,0,0,1,0,Automation & Control Systems,NA,NA,ELSEVIER,NA
european journal of criminology,1477-3708,1741-2609,EJC_Eurocrim,0,1,0,1,NA,Criminology & Penology,NA,SAGE PUBLICATIONS LTD,7/1/2021
european journal of cultural studies,1367-5494,1460-3551,EJCS_Journal,1,1,0,1,NA,Cultural Studies,Cultural Studies,SAGE PUBLICATIONS LTD,12/12/2014
european journal of cultural studies,1367-5494,1460-3551,EJCS_Journal,1,1,0,1,NA,Cultural Studies,Cultural Studies,SAGE PUBLICATIONS LTD,12/12/2014
european journal of dental education,1396-5883,1600-0579,NA,0,0,1,0,"Dentistry, Oral Surgery & Medicine | Education, Scientific Disciplines",NA,NA,WILEY,NA
european journal of dermatology,1167-1122,1952-4013,NA,0,0,1,0,Dermatology,NA,NA,JOHN LIBBEY EUROTEXT LTD,NA
european journal of development research,0957-8811,1743-9728,NA,0,1,0,0,NA,Development Studies,NA,PALGRAVE MACMILLAN LTD,NA
european journal of developmental psychology,1740-5629,1740-5610,NA,0,1,0,0,NA,"Psychology, Development",NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
european journal of drug metabolism and pharmacokinetics,0378-7966,2107-0180,NA,0,0,1,0,Pharmacology & Pharmacy,NA,NA,SPRINGER FRANCE,NA
european journal of education,0141-8211,1465-3435,NA,0,1,0,0,NA,Education & Educational Research,NA,WILEY,NA
european journal of emergency medicine,0969-9546,1473-5695,NA,0,0,1,0,Emergency Medicine,NA,NA,LIPPINCOTT WILLIAMS & WILKINS,NA
european journal of endocrinology,0804-4643,1479-683X,NA,0,0,1,0,Endocrinology & Metabolism,NA,NA,BIOSCIENTIFICA LTD,NA
european journal of english studies,1382-5577,1744-4233,NA,1,1,0,0,NA,Cultural Studies | Linguistics,Literature | Cultural Studies | Language & Linguistics,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
european journal of english studies,1382-5577,1744-4233,NA,1,1,0,0,NA,Cultural Studies | Linguistics,Literature | Cultural Studies | Language & Linguistics,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
european journal of entomology,1802-8829,1802-8829,NA,0,0,1,0,Entomology,NA,NA,"CZECH ACAD SCI, INST ENTOMOLOGY",NA
european journal of environmental and civil engineering,1964-8189,2116-7214,NA,0,0,1,0,"Engineering, Civil | Engineering, Geological",NA,NA,TAYLOR & FRANCIS LTD,NA
european journal of epidemiology,0393-2990,1573-7284,NA,0,0,1,0,"Public, Environmental & Occupational Health",NA,NA,SPRINGER,NA
european journal of finance,1351-847X,1466-4364,NA,0,1,0,0,NA,"Business, Finance",NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
european journal of forest research,1612-4669,1612-4677,NA,0,0,1,0,Forestry,NA,NA,SPRINGER,NA
european journal of futures research,2195-4194,2195-2248,NA,0,1,0,0,NA,"Social Sciences, Interdisciplinary",NA,SPRINGER,NA
european journal of gastroenterology & hepatology,0954-691X,1473-5687,NA,0,0,1,0,Gastroenterology & Hepatology,NA,NA,LIPPINCOTT WILLIAMS & WILKINS,NA
european journal of general practice,1381-4788,1751-1402,NA,0,0,1,0,"Primary Health Care | Medicine, General & Internal",NA,NA,TAYLOR & FRANCIS LTD,NA
european journal of gynaecological oncology,0392-2936,0392-2936,EJGO_IMR,0,0,1,1,Oncology | Obstetrics & Gynecology,NA,NA,IMR PRESS,4/3/2020
european journal of haematology,0902-4441,1600-0609,NA,0,0,1,0,Hematology,NA,NA,WILEY,NA
european journal of health economics,1618-7598,1618-7601,NA,0,1,0,0,NA,Economics | Health Policy & Services,NA,SPRINGER,NA
european journal of health psychology,2512-8442,2512-8450,EJHP_journal,0,1,0,1,NA,"Psychology, Clinical",NA,HOGREFE PUBLISHING CORP,1/23/2020
european journal of heart failure,1388-9842,1879-0844,NA,0,0,1,0,Cardiac & Cardiovascular System,NA,NA,WILEY,NA
european journal of histochemistry,1121-760X,2038-8306,NA,0,0,1,0,Cell Biology,NA,NA,PAGEPRESS PUBL,NA
european journal of horticultural science,1611-4426,1611-4434,NA,0,0,1,0,Horticulture,NA,NA,INT SOC HORTICULTURAL SCIENCE-ISHS,NA
european journal of hospital pharmacy,2047-9956,2047-9964,EJHP_BMJ,0,0,1,1,Pharmacology & Pharmacy,NA,NA,BMJ PUBLISHING GROUP,3/11/2015
european journal of human genetics,1018-4813,1476-5438,ejhg_journal,0,0,1,1,Biochemistry & Molecular Biology | Genetics & Heredity,NA,NA,SPRINGERNATURE,11/26/2018
european journal of immunology,0014-2980,1521-4141,EurJImmunol,0,0,1,1,Immunology,NA,NA,WILEY,6/24/2021
european journal of industrial engineering,1751-5254,1751-5262,NA,0,0,1,0,"Engineering, Industrial | Operations Research & Management Science",NA,NA,INDERSCIENCE ENTERPRISES LTD,NA
european journal of industrial relations,0959-6801,1461-7129,EJIR_News,0,1,0,1,NA,Industrial Relations & Labor,NA,SAGE PUBLICATIONS LTD,1/27/2020
european journal of inflammation,1721-727X,2058-7392,NA,0,0,1,0,Immunology,NA,NA,SAGE PUBLICATIONS INC,NA
european journal of information systems,0960-085X,1476-9344,NA,0,1,1,0,"Computer Science, Information Systems",Information Science & Library Science | Management,NA,TAYLOR & FRANCIS LTD,NA
european journal of information systems,0960-085X,1476-9344,NA,0,1,1,0,"Computer Science, Information Systems",Information Science & Library Science | Management,NA,TAYLOR & FRANCIS LTD,NA
european journal of innovation management,1460-1060,1758-7115,NA,0,1,0,0,NA,Business | Management,NA,EMERALD GROUP PUBLISHING LTD,NA
european journal of inorganic chemistry,1434-1948,1099-0682,EurJIC,0,0,1,1,"Chemistry, Inorganic & Nuclear",NA,NA,WILEY-V C H VERLAG GMBH,11/10/2014
european journal of integrative medicine,1876-3820,1876-3839,NA,0,0,1,0,Integrative & Complementary Medicine,NA,NA,ELSEVIER SCIENCE INC,NA
european journal of internal medicine,0953-6205,1879-0828,EJIM_journal,0,0,1,1,"Medicine, General & Internal",NA,NA,ELSEVIER,11/18/2019
european journal of international law,0938-5428,1464-3596,ejiltalk,0,1,0,1,NA,International Relations | Law,NA,OXFORD UNIV PRESS,9/27/2012
european journal of international management,1751-6757,1751-6765,NA,0,1,0,0,NA,Management,NA,INDERSCIENCE ENTERPRISES LTD,NA
european journal of international relations,1354-0661,1460-3713,eurojournir,0,1,0,1,NA,International Relations,NA,SAGE PUBLICATIONS LTD,6/27/2013
european journal of jewish studies,1025-9996,1872-471X,EJJS_Journal,1,0,0,1,NA,NA,History | Religion,BRILL,2/16/2022
european journal of law and economics,0929-1261,1572-9990,NA,0,1,0,0,NA,Economics | Law,NA,SPRINGER,NA
european journal of lipid science and technology,1438-7697,1438-9312,NA,0,0,1,0,Food Science & Technology | Nutrition & Dietetics,NA,NA,WILEY,NA
european journal of marketing,0309-0566,1758-7123,NA,0,1,0,0,NA,Business,NA,EMERALD GROUP PUBLISHING LTD,NA
european journal of mass spectrometry,1469-0667,1751-6838,NA,0,0,1,0,"Physics, Atomic, Molecular & Chemical | Spectroscopy",NA,NA,SAGE PUBLICATIONS LTD,NA
european journal of mechanics a-solids,0997-7538,1873-7285,NA,0,0,1,0,Mechanics,NA,NA,ELSEVIER,NA
european journal of mechanics b-fluids,0997-7546,1873-7390,NA,0,0,1,0,"Mechanics | Physics, Fluids & Plasmas",NA,NA,ELSEVIER,NA
european journal of medical genetics,1769-7212,1878-0849,NA,0,0,1,0,Genetics & Heredity,NA,NA,ELSEVIER,NA
european journal of medical research,0949-2321,2047-783X,NA,0,0,1,0,"Medicine, Research & Experimental",NA,NA,BMC,NA
european journal of medicinal chemistry,0223-5234,1768-3254,NA,0,0,1,0,"Chemistry, Medicinal",NA,NA,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER,NA
european journal of migration and law,1388-364X,1571-8166,NA,0,1,0,0,NA,Demography | Law,NA,BRILL,NA
european journal of mineralogy,0935-1221,1617-4011,EurJMineral,0,0,1,1,Mineralogy,NA,NA,COPERNICUS GESELLSCHAFT MBH,1/29/2020
european journal of neurology,1351-5101,1468-1331,NA,0,0,1,0,Clinical Neurology | Neurosciences,NA,NA,WILEY,NA
european journal of neuroscience,0953-816X,1460-9568,EJNeuroscience,0,0,1,1,Neurosciences,NA,NA,WILEY,10/28/2011
european journal of nuclear medicine and molecular imaging,1619-7070,1619-7089,NA,0,0,1,0,"Radiology, Nuclear Medicine & Medical Imaging",NA,NA,SPRINGER,NA
european journal of nutrition,1436-6207,1436-6215,NA,0,0,1,0,Nutrition & Dietetics,NA,NA,SPRINGER HEIDELBERG,NA
european journal of obstetrics & gynecology and reproductive biology,0301-2115,1872-7654,NA,0,0,1,0,Obstetrics & Gynecology | Reproductive Biology,NA,NA,ELSEVIER,NA
european journal of oncology nursing,1462-3889,1532-2122,NA,0,1,1,0,Oncology | Nursing,Nursing,NA,ELSEVIER SCI LTD,NA
european journal of oncology nursing,1462-3889,1532-2122,NA,0,1,1,0,Oncology | Nursing,Nursing,NA,ELSEVIER SCI LTD,NA
european journal of operational research,0377-2217,1872-6860,NA,0,0,1,0,Operations Research & Management Science,NA,NA,ELSEVIER,NA
european journal of ophthalmology,1120-6721,1724-6016,NA,0,0,1,0,Ophthalmology,NA,NA,SAGE PUBLICATIONS LTD,NA
european journal of oral sciences,0909-8836,1600-0722,NA,0,0,1,0,"Dentistry, Oral Surgery & Medicine",NA,NA,WILEY,NA
european journal of organic chemistry,1434-193X,1099-0690,EurJOC,0,0,1,1,"Chemistry, Organic",NA,NA,WILEY-V C H VERLAG GMBH,8/9/2016
european journal of orthodontics,0141-5387,1460-2210,NA,0,0,1,0,"Dentistry, Oral Surgery & Medicine",NA,NA,OXFORD UNIV PRESS,NA
european journal of paediatric dentistry,1591-996X,2035-648X,NA,0,0,1,0,"Dentistry, Oral Surgery & Medicine | Pediatrics",NA,NA,ARIESDUE SRL,NA
european journal of paediatric neurology,1090-3798,1532-2130,NA,0,0,1,0,Clinical Neurology | Pediatrics,NA,NA,ELSEVIER SCI LTD,NA
european journal of pain,1090-3801,1532-2149,NA,0,0,1,0,Anesthesiology | Clinical Neurology | Neurosciences,NA,NA,WILEY,NA
european journal of pediatric surgery,0939-7248,1439-359X,NA,0,0,1,0,Pediatrics | Surgery,NA,NA,GEORG THIEME VERLAG KG,NA
european journal of pediatrics,0340-6199,1432-1076,NA,0,0,1,0,Pediatrics,NA,NA,SPRINGER,NA
european journal of personality,0890-2070,1099-0984,EJPBlog,0,1,0,1,NA,"Psychology, Social",NA,SAGE PUBLICATIONS LTD,5/30/2017
european journal of pharmaceutical sciences,0928-0987,1879-0720,EditorsEJPS,0,0,1,1,Pharmacology & Pharmacy,NA,NA,ELSEVIER,8/26/2020
european journal of pharmaceutics and biopharmaceutics,0939-6411,1873-3441,NA,0,0,1,0,Pharmacology & Pharmacy,NA,NA,ELSEVIER,NA
european journal of pharmacology,0014-2999,1879-0712,NA,0,0,1,0,Pharmacology & Pharmacy,NA,NA,ELSEVIER,NA
european journal of philosophy,0966-8373,1468-0378,ejp_journal,1,0,0,1,NA,NA,Philosophy,WILEY,NA
european journal of phycology,0967-0262,1469-4433,NA,0,0,1,0,Plant Sciences | Marine & Freshwater Biology,NA,NA,TAYLOR & FRANCIS LTD,NA
european journal of physical and rehabilitation medicine,1973-9087,1973-9095,NA,0,0,1,0,Rehabilitation,NA,NA,EDIZIONI MINERVA MEDICA,NA
european journal of physics,0143-0807,1361-6404,NA,0,0,1,0,"Education, Scientific Disciplines | Physics, Multidisciplinary",NA,NA,IOP PUBLISHING LTD,NA
european journal of plant pathology,0929-1873,1573-8469,NA,0,0,1,0,Agronomy | Plant Sciences | Horticulture,NA,NA,SPRINGER,NA
european journal of political economy,0176-2680,1873-5703,NA,0,1,0,0,NA,Economics | Political Science,NA,ELSEVIER SCIENCE INC,NA
european journal of political research,0304-4130,1475-6765,ejprjournal,0,1,0,1,NA,Political Science,NA,WILEY,4/22/2010
european journal of population-revue europeenne de demographie,0168-6577,1572-9885,NA,0,1,0,0,NA,Demography,NA,SPRINGER,NA
european journal of preventive cardiology,2047-4873,2047-4881,NA,0,0,1,0,Cardiac & Cardiovascular System,NA,NA,OXFORD UNIV PRESS,NA
european journal of protistology,0932-4739,1618-0429,NA,0,0,1,0,Microbiology,NA,NA,ELSEVIER GMBH,NA
european journal of psychiatry,0213-6163,0213-6163,NA,0,1,0,0,NA,Psychiatry,NA,ELSEVIER ESPANA SLU,NA
european journal of psychological assessment,1015-5759,2151-2426,EJPAjournal,0,1,0,1,NA,"Psychology, Applied",NA,HOGREFE PUBLISHING CORP,10/7/2019
european journal of psychology applied to legal context,1889-1861,1989-4007,revistaejpalc,0,1,0,1,NA,"Law | Psychology, Multidisciplinary",NA,COLEGIO OFICIAL PSICOLOGOS MADRID,7/27/2018
european journal of psychology of education,0256-2928,1878-5174,NA,0,1,0,0,NA,"Psychology, Educational",NA,SPRINGER,NA
european journal of psychology open,2673-8627,2673-8627,NA,0,1,0,0,NA,"Psychology, Multidisciplinary",NA,HOGREFE AG-HOGREFE AG SUISSE,NA
european journal of psychotraumatology,2000-8198,2000-8066,Psychotraumatol,0,1,0,1,NA,"Psychology, Clinical | Psychiatry",NA,TAYLOR & FRANCIS LTD,7/21/2011
european journal of public health,1101-1262,1464-360X,NA,0,1,1,0,"Public, Environmental & Occupational Health","Public, Environmental & Occupational Health",NA,OXFORD UNIV PRESS,NA
european journal of public health,1101-1262,1464-360X,NA,0,1,1,0,"Public, Environmental & Occupational Health","Public, Environmental & Occupational Health",NA,OXFORD UNIV PRESS,NA
european journal of radiology,0720-048X,1872-7727,NA,0,0,1,0,"Radiology, Nuclear Medicine & Medical Imaging",NA,NA,ELSEVIER IRELAND LTD,NA
european journal of remote sensing,2279-7254,2279-7254,NA,0,0,1,0,Remote Sensing,NA,NA,TAYLOR & FRANCIS LTD,NA
european journal of scandinavian studies,2191-9399,2191-9402,NA,1,0,0,0,NA,NA,"Literature, German, Dutch, Scandinavian | Language & Linguistics",WALTER DE GRUYTER GMBH,NA
european journal of social psychology,0046-2772,1099-0992,NA,0,1,0,0,NA,"Psychology, Social",NA,WILEY,NA
european journal of social theory,1368-4310,1461-7137,NA,0,1,0,0,NA,Sociology,NA,SAGE PUBLICATIONS LTD,NA
european journal of social work,1369-1457,1468-2664,NA,0,1,0,0,NA,Social Work,NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
european journal of soil biology,1164-5563,1778-3615,EJSOBI,0,0,1,1,Ecology | Soil Science,NA,NA,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER,5/14/2020
european journal of soil science,1351-0754,1365-2389,ejsoilscience,0,0,1,1,Soil Science,NA,NA,WILEY,3/14/2019
european journal of special needs education,0885-6257,1469-591X,NA,0,1,0,0,NA,"Education, Special",NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
european journal of sport science,1746-1391,1536-7290,EurJSportSci,0,0,1,1,Sport Sciences,NA,NA,TAYLOR & FRANCIS LTD,12/17/2013
european journal of taxonomy,2118-9773,2118-9773,ejtaxonomy,0,0,1,1,Plant Sciences | Entomology | Zoology,NA,NA,MUSEUM NATL HISTOIRE NATURELLE,12/20/2019
european journal of teacher education,0261-9768,1469-5928,NA,0,1,0,0,NA,Education & Educational Research,NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
european journal of the history of economic thought,0967-2567,1469-5936,NA,0,1,0,0,NA,Economics | History Of Social Sciences,NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
european journal of transport and infrastructure research,1567-7133,1567-7141,NA,0,1,0,0,NA,Transportation,NA,EDITORIAL BOARD EJTIR,NA
european journal of trauma and emergency surgery,1863-9933,1863-9941,NA,0,0,1,0,Emergency Medicine,NA,NA,SPRINGER HEIDELBERG,NA
european journal of vascular and endovascular surgery,1078-5884,1532-2165,EJVES_ESVS,0,0,1,1,Surgery | Peripheral Vascular Diseases,NA,NA,W B SAUNDERS CO LTD,10/31/2013
european journal of wildlife research,1612-4642,1439-0574,ejwr_cm,0,0,1,1,Ecology | Zoology,NA,NA,SPRINGER,4/15/2020
european journal of womens studies,1350-5068,1461-7420,NA,0,1,0,0,NA,Women'S Studies,NA,SAGE PUBLICATIONS LTD,NA
european journal of wood and wood products,0018-3768,1436-736X,NA,0,0,1,0,"Forestry | Materials Science, Paper & Wood",NA,NA,SPRINGER,NA
european journal of work and organizational psychology,1359-432X,1464-0643,NA,0,1,0,0,NA,"Psychology, Applied | Management",NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
european journal on criminal policy and research,0928-1371,1572-9869,NA,0,1,0,0,NA,Criminology & Penology,NA,SPRINGER,NA
european law journal,1351-5993,1468-0386,eurlawj,0,1,0,1,NA,Law,NA,WILEY,9/15/2020
european law review,0307-5400,0307-5400,NA,0,1,0,0,NA,Law,NA,SWEET MAXWELL LTD,NA
european legacy-toward new paradigms,1084-8770,1470-1316,NA,1,0,0,0,NA,NA,"Humanities, Multidisciplinary","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
european management journal,0263-2373,1873-5681,EuropeanManage1,0,1,0,1,NA,Business | Management,NA,ELSEVIER SCI LTD,10/13/2020
european management review,1740-4754,1740-4762,NA,0,1,0,0,NA,Management,NA,"WILEY PERIODICALS, INC",NA
european neurology,0014-3022,1421-9913,NA,0,0,1,0,Clinical Neurology | Neurosciences,NA,NA,KARGER,NA
european neuropsychopharmacology,0924-977X,1873-7862,NA,0,0,1,0,Clinical Neurology | Neurosciences | Pharmacology & Pharmacy | Psychiatry,NA,NA,ELSEVIER,NA
european physical education review,1356-336X,1741-2749,NA,0,1,0,0,NA,Education & Educational Research,NA,SAGE PUBLICATIONS LTD,NA
european physical journal-applied physics,1286-0042,1286-0050,NA,0,0,1,0,"Physics, Applied",NA,NA,EDP SCIENCES S A,NA
